im_Dyskeratotic,im_Koilocytotic,im_Metaplastic,im_Parabasal,im_Superficial-Intermediate,True_Label,Predicted_Label,Model
0.9969988,0.00296054,1.4787538e-05,2.110158e-05,4.703399e-06,0,0,DenseNet169
0.99010974,0.008590899,0.001013715,0.00026783385,1.7694456e-05,1,0,DenseNet169
1.2438625e-05,0.0005779663,0.00023250283,9.8366945e-06,0.9991673,4,4,DenseNet169
0.045381714,0.81738514,0.11663976,0.020125736,0.0004676003,1,1,DenseNet169
0.0064434432,0.91561455,0.069965765,0.00397784,0.0039983527,1,1,DenseNet169
2.5154828e-05,0.0003768339,9.2118426e-05,3.6020363e-05,0.99946994,4,4,DenseNet169
0.04981516,0.019042226,0.06803587,0.8612769,0.0018298579,3,3,DenseNet169
0.0008943042,0.99219656,0.0060326112,0.0001123547,0.0007641832,1,1,DenseNet169
0.0009759609,0.15048632,0.54528517,0.30244708,0.00080551684,2,2,DenseNet169
0.00392649,0.72861016,0.26482612,0.0008488027,0.0017885292,1,1,DenseNet169
0.0010926186,0.7184197,0.27886352,0.00020739525,0.0014167785,2,1,DenseNet169
0.8951285,0.09645175,0.0073917084,0.0003299543,0.00069804373,0,0,DenseNet169
0.024903929,0.15092018,0.041076217,0.7820197,0.0010800298,3,3,DenseNet169
0.00019495735,0.047768477,0.8719557,0.0040096287,0.076071315,2,2,DenseNet169
0.0019516512,0.09549591,0.0008005334,0.0010976992,0.90065426,4,4,DenseNet169
0.0007176987,0.07516433,0.8316247,0.043036103,0.04945712,2,2,DenseNet169
0.99813,0.001490136,0.00011385388,6.7798237e-06,0.0002591069,0,0,DenseNet169
0.9539178,0.018879823,0.0021984645,0.00025490308,0.024749057,0,0,DenseNet169
0.008519437,0.002626164,0.0014345365,0.9871991,0.00022073156,3,3,DenseNet169
0.028120376,0.36459523,0.526085,0.06894674,0.012252628,1,2,DenseNet169
0.018236756,0.8985045,0.08308936,0.00016653132,2.8258366e-06,0,1,DenseNet169
2.7104764e-07,1.3195556e-05,1.0697582e-06,2.3801361e-07,0.9999852,4,4,DenseNet169
0.49490798,0.35122055,0.1506719,0.0023330469,0.00086654484,0,0,DenseNet169
0.441995,0.52086145,0.021865273,0.011560456,0.0037177864,1,1,DenseNet169
0.8648555,0.09490656,0.03729506,0.0012837306,0.001659199,0,0,DenseNet169
0.6194822,0.07518075,0.021534296,0.27724144,0.0065612597,3,0,DenseNet169
0.93187994,0.009755006,0.0013749319,0.056366857,0.0006231737,0,0,DenseNet169
